Review_ID,included_No,Reviewer_ID,EndNote_Index,Pubmed_ID,Year,Article_Name,Review_Date,First_Author,Key_words,Research_Design(Primary Objective),Review/Original,Study_Design_Type,Database/Datasource,Analytic_tool,Country/district ,X,Y,Z,Association_Type,Unit_of_Analysis,Check_List,Mention_Missing_Data,Assessed_Missing_Data,Rate_of_Article,Include_in_Research,Exclusion Reason,Other_Notes,
212,,,4473,26847749,2016,Liver Transplantation: Intraoperative Transesophageal Echocardiography Findings and Relationship to Major Postoperative Adverse Cardiac Events,2/28/21,"Shillcutt, S. K.","Adolescent
Adult
Cardiovascular Diseases/*diagnostic imaging/etiology
Cohort Studies
Echocardiography, Transesophageal/*methods
Female
Humans
Liver Transplantation/*adverse effects
Male
Middle Aged
Monitoring, Intraoperative/*methods
Postoperative Complications/*diagnostic imaging/etiology
Retrospective Studies
Young Adult
adverse cardiac events
liver transplant
thrombus
transesophageal echocardiography",to describe the most common intraoperative transesophageal echocardiography (TEE) findings during the 3 separate phases of orthotopic liver transplantation (OLT).,Original,,,,,,,,,,,,,,,EMR data only used to identify the cohort,,
213,5,,4071,26671776,2016,Anteroinferior versus superior plating of clavicular fractures,2/28/21,"Hulsmans, M. H.","Adult
*Bone Plates/adverse effects
Clavicle/*injuries/surgery
Device Removal
Female
Fracture Fixation, Internal/instrumentation/*methods
Fractures, Bone/*surgery
Humans
Male
Middle Aged
Retrospective Studies
Young Adult
Clavicular fracture
Orif
anteroinferior
displaced
irritation
midshaft
plate fixation
superior", to compare implant-related irritation and pro-portion of plate removal in patients with clavicular fractures undergoing plate fixation by an anteroinferior or superior approach,Original,retrospective cohort study,Dutch hospitals EHR,SPSS,Netherlands,patients with clavicular fractures undergoing plate fixation by an anteroinferior or superior approach.,implant-related irritation and pro- portion of plate removal i,,Association,Patient,No,No,No,,Yes,,,
214,,,2083,24903271,2015,Adherence to imatinib among patients attending Saskatchewan Cancer Agency Pharmacies,2/28/21,"Dicus, M.","Adult
Aged
Antineoplastic Agents/*therapeutic use
Electronic Health Records
Endpoint Determination
Female
Humans
Imatinib Mesylate/*therapeutic use
Leukemia, Myelogenous, Chronic, BCR-ABL Positive/*drug therapy
Male
Medication Adherence/*statistics & numerical data
Middle Aged
Oncology Service, Hospital
Pharmacies
Pharmacy Service, Hospital/statistics & numerical data
Retrospective Studies
Saskatchewan/epidemiology
Young Adult
Adherence
Cml
gleevec
imatinib
leukemia",To describe adherence to imatinib dispensed through the Saskatchewan Cancer Agency.,Original,retrospective cohort study,Saskatchewan Cancer Agency EHR,,,,optimal adherence to imatinib during the first year of therapy,,,,,,,,,Registry (data where a human being has abstracted the data [adds data quality; avoid curated data]),follow=up,
215,6,,422,24885103,2014,Evaluation of the quality of antenatal care using electronic health record information in family medicine clinics of Mexico City,2/28/21,"Doubova, S. V.","Adolescent
Adult
Anti-Infective Agents/therapeutic use
Child
*Electronic Health Records
Family Practice/*standards
Female
Humans
Interviews as Topic
Metronidazole/therapeutic use
Mexico
Middle Aged
Office Visits/statistics & numerical data
Patient Education as Topic
Pregnancy
Pregnancy Complications, Infectious/*drug therapy
Prenatal Care/*standards/statistics & numerical data
*Quality Indicators, Health Care
Referral and Consultation/statistics & numerical data
Retrospective Studies
Ultrasonography, Prenatal
Vaginosis, Bacterial/*drug therapy/microbiology
Young Adult",to develop quality indicators for ANC and (b) to evaluate the quality of ANC using EHR information in family medicine clinics (FMCs) of Mexico City.,Original,retrospective cohort study,institution EMR,SAS,Mexico,"family
medicine clinics  Patient characteristics",quality of antenatal care,,Association,Patient,No,"Yes, data description",No,,Yes,,,
216,,,2705,26711389,2015,[Clinical features and disease activity index of Behçet's disease],2/28/21,,,,,,,,,,,,,,,,,,,Not English,,
217,,,1821,25320878,2014,"Fully integrated e-services for prevention, diagnosis, and treatment of sexually transmitted infections: results of a 4-county study in California",2/28/21,"Spielberg, F.","Adolescent
Adult
California/epidemiology
Electronic Health Records
Feasibility Studies
Female
Humans
*Internet
Patient Satisfaction
*Public Health Surveillance
*Sexually Transmitted Diseases/diagnosis/epidemiology/prevention & control/therapy
Vaginal Smears","to examine the acceptability, feasibility, and cost of a fully integrated online system (eSTI) for sexually transmitted infection (STI) testing, treatment, and linkage to care with 4 Northern California health departments.",Original,,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",,
218,,,2405,26492549,2015,Predictors of Discharge Disposition in Older Adults With Burns: A Study of the Burn Model Systems,2/28/21,"Pham, T. N.","Aged
Aged, 80 and over
Burn Units/organization & administration
Burns/*diagnosis/psychology/*therapy
Chi-Square Distribution
Databases, Factual
Female
Home Care Services/*statistics & numerical data
Humans
Injury Severity Score
Length of Stay
Logistic Models
Longitudinal Studies
Male
Middle Aged
Models, Statistical
Nursing Homes/*statistics & numerical data
Patient Care Team/organization & administration
*Patient Discharge
Predictive Value of Tests
Prognosis
Quality of Life
Retrospective Studies
Survival Rate
Treatment Outcome
United States",to identify predictors for discharge to independent vs nonindependent living status in older patients hospitalized for burns.,Original,,Burn Model Systems Center Database,,,Patient charateristics,discharge to independent vs nonindependent living status in older patients hospitalized for burns,,,,,,,,,Registry (data where a human being has abstracted the data [adds data quality; avoid curated data]),,
219,,,4607,27010185,2016,Economic Benefit of Calcium and Vitamin D Supplementation: Does It Outweigh the Cost of Nonunions?,2/28/21,"Childs, B. R.","Administration, Oral
Adolescent
Adult
Aged
Aged, 80 and over
Bone Density Conservation Agents/*administration & dosage/*economics
Calcium/administration & dosage/economics
Child
Child, Preschool
Computer Simulation
Cost-Benefit Analysis/economics
Dietary Supplements/*economics
Female
Fractures, Malunited/*economics/*prevention & control
Health Care Costs/*statistics & numerical data
Humans
Incidence
Male
Middle Aged
Models, Economic
Ohio/epidemiology
Retrospective Studies
Risk Factors
Vitamin D/administration & dosage/economics
Young Adult",to evaluate economic benefit of calcium and vitamin D supplementation in orthopaedic trauma patients. ,Original,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
220,,,5719,26694898,2016,"Depressed, anxious and breathless missing out: Weight screening in general practice in a regional catchment of New South Wales",3/2/21,"Childs, B. R.","Adolescent
Adult
Aged
Body Mass Index
*Body Weight
Cross-Sectional Studies
*Documentation
Female
*General Practice
Humans
Male
*Mass Screening
Middle Aged
New South Wales
Obesity/diagnosis
*Primary Health Care
Young Adult
obesity
practice-based research
primary health care
primary health care development
regional and rural general practice",To assess the recording status of weight management measures among adults presenting to general practices within regional catchments.,Original,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
221,,,2280,24710075,2014,Self-report of healthcare utilization among community-dwelling older persons: a prospective cohort study,3/2/21,,,,,,,,,,,,,,,,,,,Patient generated health data only,,
222,,,275,26767058,2015,Quality Outcomes in the Surgical Intensive Care Unit after Electronic Health Record Implementation,3/2/21,"Flatow, V. H.","Cohort Studies
*Electronic Health Records
Humans
Intensive Care Units/*statistics & numerical data
Quality Improvement/*statistics & numerical data
Retrospective Studies
*Surgical Procedures, Operative
Electronic health records
critical care
quality improvement
surgical intensive care",To evaluate key quality measures of a surgical intensive care unit (SICU) following implementation of the Epic EHR system in a tertiary hospital.,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
223,7,,5551,24972918,2014,Image-guided cryoablation for the treatment of painful musculoskeletal metastatic disease: a single-center experience,3/2/21,"Prologo, J. D.","Adult
Aged
Aged, 80 and over
Arthralgia/diagnosis/*prevention & control
Bone Neoplasms/diagnostic imaging/*secondary/*surgery
Cryosurgery/*methods
Female
Humans
Male
Middle Aged
Pain Measurement
Palliative Care/methods
Retrospective Studies
Surgery, Computer-Assisted/*methods
Tomography, X-Ray Computed/*methods
Treatment Outcome", to retrospectively evaluate and report a single-center experience of CT-guided percutaneous cryoablation in the setting of painful musculoskeletal metastatic disease.,Original,retrospective chart review,Institution EHR,STATA,USA,"demographic data and anatomical data, primary tumor type, procedure details,","change in analgesic requirements (expressed as morphine equivalent dosages), pain scores (uti- lizing the clinically implemented visual analog scale), subse- quent therapies (including radiation and/or surgery), and com- plications during the 24 h following the procedure and at 3 months. ",,Association,Patient,No,No,No,,Yes,,,
224,,,2970,26741192,2016,Projecting Critical Care Beyond the ICU: An Analysis of Tele-ICU Support for Rapid Response Teams,3/2/21,"Pappas, P. A.","Aged
Aged, 80 and over
Critical Care/economics/*organization & administration/standards
Female
Hospital Rapid Response Team/economics/*organization & administration/standards
Humans
Intensive Care Units
Male
Middle Aged
Quality of Health Care
Retrospective Studies
Telemedicine/economics/*organization & administration/standards
*e-health
*mobile health
*telehealth
*telemedicine",,,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
225,8,,1905,27557876,2016,Assessing bleeding risk in 4824 Asian patients with atrial fibrillation: The Beijing PLA Hospital Atrial Fibrillation Project,3/2/21,"Guo, Y. T.","Aged
Anticoagulants/therapeutic use
Atrial Fibrillation/*diagnosis
Cardiology/methods/standards
China
Cohort Studies
Comorbidity
Electronic Health Records
Female
Hemorrhage/*diagnosis
Hospitalization
Hospitals
Humans
Intracranial Hemorrhages/diagnosis
Male
Middle Aged
Multivariate Analysis
Predictive Value of Tests
Risk Assessment/*methods
Risk Factors","to investigate the risk factors contributing to major bleeding and second, to validate the predictive value of available risk scores for major bleeding and ICH risk in a large cohort of Chinese patients with AF.",Original,retrospective cohort study,PLA General Hospital electronic medical records database,"SPSS,MedCalc",China,"bleeding events, co-morbidities and risk factors. ",Bleeding Risk Scores.,,Association,Patient,No,No,No,,Yes,,,
226,,,5398,25328457,2014,Functional outcomes of MPFL reconstruction vs. graft tissue placement,3/2/21,"Larson, E.","Adolescent
Adult
Female
Humans
Joint Instability/diagnostic imaging/*surgery
Ligaments, Articular/diagnostic imaging/*surgery
Male
Osteotomy/*methods
Patellofemoral Joint/diagnostic imaging/*surgery
Radiography
Range of Motion, Articular
Reconstructive Surgical Procedures/*methods
Retrospective Studies
Treatment Outcome
Young Adult
Koos
MFPL graft tissue placement
Womac
anatomy
lateral patellar subluxation
medial patellofemoral ligament (MPFL)
outcome scores
patellar instability
radiographic landmarks",,,,,,,,,,,,,,,,,EMR data only used to identify the cohort,,
227,,,1420,25641319,2015,"How I do it: a practical database management system to assist clinical research teams with data collection, organization, and reporting",3/2/21,,,,,,,,,,,,,,,,,,,"Technology question(Database build, data collection, datatransmission, IT infrastruction )",,
228,,,2201,26819159,2016,Squamous cell carcinoma of oral tongue in young patients - A 10 years tertiary care experience,3/2/21,"Adeel, M.","Adult
*Carcinoma, Squamous Cell/epidemiology/pathology/surgery
Disease-Free Survival
Electronic Health Records/statistics & numerical data
Female
Follow-Up Studies
Glossectomy/methods/*statistics & numerical data
Humans
Male
Neoplasm Grading
*Neoplasm Recurrence, Local/diagnosis/epidemiology
Neoplasm Staging
Tertiary Healthcare/methods/statistics & numerical data
*Tongue Neoplasms/epidemiology/pathology/surgery
Turkey/epidemiology
Squamous cell carcinoma, Addictions, Recurrence, Betel nut.",To evaluate the clinical and pathological profile of young patients with squamous cell carcinoma of tongue.,Original,retrospective cohort study,Aga Khan University Hospital (AKUH) EHR,,,"patient included age at the time of diagnosis, gender, addictions, tumour type, clinical and pathological staging, surgical margins and complication",,,,,,,,,,Registry (data where a human being has abstracted the data [adds data quality; avoid curated data]),follow up,
